,0
1048,"[(0, 1), (0, 3), (0, 5), (0, 8), (0, 12), (0, 13), (0, 14), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 29), (1, 3), (1, 5), (1, 8), (1, 12), (1, 13), (1, 14), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (1, 23), (1, 24), (1, 25), (1, 26), (1, 27), (1, 29), (2, 4), (2, 6), (2, 7), (2, 9), (2, 10), (2, 11), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 22), (2, 24), (2, 25), (2, 28), (2, 29), (2, 30), (3, 5), (3, 6), (3, 8), (3, 9), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (3, 17), (3, 18), (3, 19), (3, 20), (3, 21), (3, 23), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (4, 6), (4, 7), (4, 9), (4, 10), (4, 11), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (4, 22), (4, 24), (4, 25), (4, 28), (4, 29), (4, 30), (5, 8), (5, 12), (5, 13), (5, 14), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 23), (5, 24), (5, 25), (5, 26), (5, 27), (5, 29), (6, 7), (6, 9), (6, 10), (6, 11), (6, 15), (6, 16), (6, 17), (6, 18), (6, 19), (6, 22), (6, 24), (6, 25), (6, 28), (6, 29), (6, 30), (7, 9), (7, 10), (7, 11), (7, 15), (7, 16), (7, 17), (7, 18), (7, 19), (7, 22), (7, 24), (7, 25), (7, 28), (7, 29), (7, 30), (8, 12), (8, 13), (8, 14), (8, 16), (8, 17), (8, 18), (8, 19), (8, 20), (8, 21), (8, 23), (8, 24), (8, 25), (8, 26), (8, 27), (8, 29), (9, 10), (9, 11), (9, 15), (9, 16), (9, 17), (9, 18), (9, 19), (9, 22), (9, 24), (9, 25), (9, 28), (9, 29), (9, 30), (10, 11), (10, 15), (10, 16), (10, 17), (10, 18), (10, 19), (10, 22), (10, 24), (10, 25), (10, 28), (10, 29), (10, 30), (11, 15), (11, 16), (11, 17), (11, 18), (11, 19), (11, 22), (11, 24), (11, 25), (11, 28), (11, 29), (11, 30), (12, 13), (12, 14), (12, 16), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (12, 23), (12, 24), (12, 25), (12, 26), (12, 27), (12, 29), (13, 14), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 23), (13, 24), (13, 25), (13, 26), (13, 27), (13, 29), (14, 16), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (14, 23), (14, 24), (14, 25), (14, 26), (14, 27), (14, 29), (15, 16), (15, 17), (15, 18), (15, 19), (15, 22), (15, 24), (15, 25), (15, 28), (15, 29), (15, 30), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (16, 22), (16, 23), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (16, 29), (16, 30), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (17, 29), (17, 30), (18, 19), (18, 20), (18, 21), (18, 22), (18, 23), (18, 24), (18, 25), (18, 26), (18, 27), (18, 28), (18, 29), (18, 30), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27), (19, 28), (19, 29), (19, 30), (20, 21), (20, 23), (20, 24), (20, 25), (20, 26), (20, 27), (20, 29), (21, 23), (21, 24), (21, 25), (21, 26), (21, 27), (21, 29), (22, 24), (22, 25), (22, 28), (22, 29), (22, 30), (23, 24), (23, 25), (23, 26), (23, 27), (23, 29), (24, 25), (24, 26), (24, 27), (24, 28), (24, 29), (24, 30), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30), (26, 27), (26, 29), (27, 29), (28, 29), (28, 30), (29, 30)]"
1049,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1050,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1051,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]"
1052,"[(0, 2), (0, 3), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1053,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1054,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1055,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1056,"[(0, 4), (0, 5), (0, 7), (0, 9), (0, 10), (0, 12), (0, 13), (1, 2), (1, 3), (1, 5), (1, 6), (1, 8), (1, 11), (1, 14), (2, 3), (2, 5), (2, 6), (2, 8), (2, 11), (2, 14), (3, 5), (3, 6), (3, 8), (3, 11), (3, 14), (4, 5), (4, 7), (4, 9), (4, 10), (4, 12), (4, 13), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (6, 8), (6, 11), (6, 14), (7, 9), (7, 10), (7, 12), (7, 13), (8, 11), (8, 14), (9, 10), (9, 12), (9, 13), (10, 12), (10, 13), (11, 14), (12, 13)]"
1057,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (2, 3), (2, 5), (2, 6), (2, 7), (2, 8), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (7, 8), (7, 9), (8, 9)]"
1058,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1059,"[(0, 4), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 13), (0, 14), (0, 16), (1, 2), (1, 3), (1, 6), (1, 10), (1, 11), (1, 15), (2, 3), (2, 6), (2, 10), (2, 11), (2, 15), (3, 6), (3, 10), (3, 11), (3, 15), (4, 5), (4, 7), (4, 8), (4, 9), (4, 10), (4, 12), (4, 13), (4, 14), (4, 16), (5, 7), (5, 8), (5, 9), (5, 10), (5, 12), (5, 13), (5, 14), (5, 16), (6, 10), (6, 11), (6, 15), (7, 8), (7, 9), (7, 10), (7, 12), (7, 13), (7, 14), (7, 16), (8, 9), (8, 10), (8, 12), (8, 13), (8, 14), (8, 16), (9, 10), (9, 12), (9, 13), (9, 14), (9, 16), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (11, 15), (12, 13), (12, 14), (12, 16), (13, 14), (13, 16), (14, 16)]"
1060,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1061,"[(0, 5), (0, 12), (0, 13), (0, 15), (0, 21), (0, 22), (0, 23), (0, 25), (0, 31), (0, 32), (1, 4), (1, 5), (1, 7), (1, 14), (1, 16), (1, 17), (1, 20), (1, 22), (1, 26), (1, 28), (1, 30), (1, 32), (2, 3), (2, 5), (2, 8), (2, 9), (2, 16), (2, 18), (2, 19), (2, 22), (2, 32), (2, 33), (3, 5), (3, 8), (3, 9), (3, 16), (3, 18), (3, 19), (3, 22), (3, 32), (3, 33), (4, 5), (4, 7), (4, 14), (4, 16), (4, 17), (4, 20), (4, 22), (4, 24), (4, 26), (4, 28), (4, 29), (4, 30), (4, 32), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25), (5, 26), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (5, 33), (5, 34), (6, 9), (6, 10), (6, 11), (6, 12), (6, 16), (6, 22), (6, 27), (6, 31), (6, 32), (6, 34), (7, 14), (7, 16), (7, 17), (7, 20), (7, 22), (7, 24), (7, 26), (7, 28), (7, 29), (7, 30), (7, 32), (8, 9), (8, 16), (8, 18), (8, 19), (8, 22), (8, 32), (8, 33), (9, 10), (9, 11), (9, 12), (9, 16), (9, 18), (9, 19), (9, 22), (9, 27), (9, 31), (9, 32), (9, 33), (9, 34), (10, 16), (10, 22), (10, 32), (10, 34), (11, 12), (11, 27), (11, 31), (11, 32), (12, 13), (12, 15), (12, 21), (12, 22), (12, 23), (12, 25), (12, 27), (12, 31), (12, 32), (13, 15), (13, 16), (13, 21), (13, 22), (13, 23), (13, 25), (13, 31), (13, 32), (14, 16), (14, 17), (14, 20), (14, 22), (14, 24), (14, 26), (14, 28), (14, 29), (14, 30), (14, 32), (15, 21), (15, 22), (15, 23), (15, 25), (15, 31), (15, 32), (16, 17), (16, 18), (16, 19), (16, 20), (16, 22), (16, 26), (16, 28), (16, 30), (16, 32), (16, 33), (16, 34), (17, 20), (17, 22), (17, 24), (17, 26), (17, 28), (17, 29), (17, 30), (17, 32), (18, 19), (18, 22), (18, 32), (18, 33), (19, 22), (19, 32), (19, 33), (20, 22), (20, 24), (20, 26), (20, 28), (20, 29), (20, 30), (20, 32), (21, 22), (21, 23), (21, 25), (21, 31), (21, 32), (22, 23), (22, 25), (22, 26), (22, 28), (22, 30), (22, 31), (22, 32), (22, 33), (22, 34), (23, 25), (23, 31), (23, 32), (24, 28), (24, 29), (24, 30), (24, 32), (25, 31), (25, 32), (26, 28), (26, 30), (26, 32), (27, 31), (27, 32), (28, 29), (28, 30), (28, 32), (29, 30), (29, 32), (30, 32), (31, 32), (32, 33), (32, 34)]"
1062,"[(0, 2), (0, 4), (0, 5), (0, 6), (0, 8), (0, 9), (0, 11), (1, 3), (1, 7), (1, 9), (1, 10), (2, 4), (2, 5), (2, 6), (2, 8), (2, 9), (2, 11), (3, 7), (3, 9), (3, 10), (4, 5), (4, 6), (4, 8), (4, 9), (4, 11), (5, 6), (5, 8), (5, 9), (5, 11), (6, 8), (6, 9), (6, 11), (7, 9), (7, 10), (8, 9), (8, 11), (9, 10), (9, 11)]"
1063,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1064,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 3), (1, 8), (2, 4), (2, 5), (2, 6), (2, 7), (2, 9), (3, 8), (4, 5), (4, 6), (4, 7), (4, 9), (5, 6), (5, 7), (5, 9), (6, 7), (6, 9), (7, 9)]"
1065,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1066,"[(0, 8), (0, 12), (0, 16), (0, 17), (0, 20), (1, 3), (1, 4), (1, 6), (1, 7), (1, 11), (1, 12), (1, 14), (1, 19), (2, 5), (2, 9), (2, 10), (2, 12), (2, 13), (2, 15), (2, 18), (3, 4), (3, 6), (3, 7), (3, 11), (3, 12), (3, 14), (3, 19), (4, 6), (4, 7), (4, 11), (4, 12), (4, 14), (4, 19), (5, 9), (5, 10), (5, 12), (5, 13), (5, 15), (5, 18), (6, 7), (6, 11), (6, 12), (6, 14), (6, 19), (7, 11), (7, 12), (7, 14), (7, 19), (8, 12), (8, 16), (8, 17), (8, 20), (9, 10), (9, 12), (9, 13), (9, 15), (9, 18), (10, 12), (10, 13), (10, 15), (10, 18), (11, 12), (11, 14), (11, 19), (12, 13), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (12, 19), (12, 20), (13, 15), (13, 18), (14, 19), (15, 18), (16, 17), (16, 20), (17, 20)]"
1067,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (6, 7), (6, 8), (7, 8)]"
1068,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14), (9, 15), (9, 16), (10, 11), (10, 12), (10, 13), (10, 14), (10, 15), (10, 16), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (12, 13), (12, 14), (12, 15), (12, 16), (13, 14), (13, 15), (13, 16), (14, 15), (14, 16), (15, 16)]"
1069,"[(0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 10), (0, 11), (0, 12), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 10), (1, 11), (1, 12), (2, 3), (2, 4), (2, 7), (2, 9), (3, 4), (3, 7), (3, 9), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (5, 6), (5, 7), (5, 8), (5, 10), (5, 11), (5, 12), (6, 7), (6, 8), (6, 10), (6, 11), (6, 12), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (8, 10), (8, 11), (8, 12), (10, 11), (10, 12), (11, 12)]"
1070,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1071,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (7, 8), (7, 9), (7, 10), (7, 11), (8, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 11)]"
1072,"[(0, 1), (0, 2), (0, 5), (0, 7), (0, 8), (0, 12), (1, 2), (1, 5), (1, 7), (1, 8), (1, 12), (2, 5), (2, 7), (2, 8), (2, 12), (3, 4), (3, 6), (3, 9), (3, 10), (3, 11), (3, 12), (4, 6), (4, 9), (4, 10), (4, 11), (4, 12), (5, 7), (5, 8), (5, 12), (6, 9), (6, 10), (6, 11), (6, 12), (7, 8), (7, 12), (8, 12), (9, 10), (9, 11), (9, 12), (10, 11), (10, 12), (11, 12)]"
1073,"[(0, 2), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (0, 10), (1, 3), (1, 4), (1, 9), (1, 11), (2, 3), (2, 5), (2, 8), (2, 10), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (4, 9), (4, 11), (5, 6), (5, 7), (5, 8), (5, 10), (6, 7), (6, 8), (7, 8), (8, 10), (9, 11)]"
1074,"[(0, 1), (0, 2), (0, 7), (0, 8), (0, 10), (0, 14), (0, 17), (0, 18), (0, 20), (0, 21), (0, 22), (1, 2), (1, 7), (1, 8), (1, 10), (1, 14), (1, 17), (1, 18), (1, 20), (1, 21), (1, 22), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20), (2, 21), (2, 22), (3, 4), (3, 5), (3, 6), (3, 9), (3, 11), (3, 12), (3, 13), (3, 15), (3, 16), (3, 18), (3, 19), (4, 5), (4, 6), (4, 9), (4, 11), (4, 12), (4, 13), (4, 15), (4, 16), (4, 19), (5, 6), (5, 9), (5, 11), (5, 12), (5, 13), (5, 15), (5, 16), (5, 19), (6, 9), (6, 11), (6, 12), (6, 13), (6, 15), (6, 16), (6, 18), (6, 19), (7, 8), (7, 10), (7, 14), (7, 17), (7, 18), (7, 20), (7, 21), (7, 22), (8, 10), (8, 14), (8, 17), (8, 18), (8, 20), (8, 21), (8, 22), (9, 11), (9, 12), (9, 13), (9, 15), (9, 16), (9, 19), (10, 14), (10, 17), (10, 18), (10, 20), (10, 21), (10, 22), (11, 12), (11, 13), (11, 15), (11, 16), (11, 19), (12, 13), (12, 15), (12, 16), (12, 19), (13, 15), (13, 16), (13, 19), (14, 17), (14, 18), (14, 20), (14, 21), (14, 22), (15, 16), (15, 19), (16, 19), (17, 18), (17, 20), (17, 21), (17, 22), (18, 20), (18, 21), (18, 22), (20, 21), (20, 22), (21, 22)]"
1075,"[(0, 3), (0, 5), (0, 7), (0, 9), (0, 10), (1, 2), (1, 3), (1, 4), (1, 6), (1, 8), (1, 11), (2, 3), (2, 4), (2, 6), (2, 8), (2, 11), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (4, 6), (4, 8), (4, 11), (5, 7), (5, 9), (5, 10), (6, 8), (6, 11), (7, 9), (7, 10), (8, 11), (9, 10)]"
1076,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1077,"[(0, 1), (0, 2), (0, 3), (0, 8), (0, 9), (0, 12), (1, 2), (1, 3), (1, 8), (1, 9), (1, 12), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (3, 8), (3, 9), (3, 12), (4, 5), (4, 6), (4, 7), (4, 9), (4, 10), (4, 11), (4, 13), (5, 6), (5, 7), (5, 9), (5, 10), (5, 11), (5, 13), (6, 7), (6, 9), (6, 10), (6, 11), (6, 13), (7, 9), (7, 10), (7, 11), (7, 13), (8, 9), (8, 12), (9, 10), (9, 11), (9, 12), (9, 13), (10, 11), (10, 13), (11, 13)]"
1078,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 6), (1, 7), (1, 8), (1, 10), (1, 11), (1, 13), (2, 6), (2, 7), (2, 8), (2, 10), (2, 11), (2, 13), (3, 4), (3, 5), (3, 7), (3, 8), (3, 9), (3, 10), (3, 12), (4, 5), (4, 7), (4, 8), (4, 9), (4, 10), (4, 12), (5, 7), (5, 8), (5, 9), (5, 10), (5, 12), (6, 7), (6, 8), (6, 10), (6, 11), (6, 13), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13), (9, 10), (9, 12), (10, 11), (10, 12), (10, 13), (11, 13)]"
1079,"[(0, 1), (0, 2), (0, 5), (0, 8), (0, 9), (0, 11), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (3, 4), (3, 6), (3, 7), (3, 8), (3, 10), (3, 12), (3, 13), (3, 15), (4, 6), (4, 7), (4, 10), (4, 12), (4, 13), (4, 15), (5, 8), (5, 9), (5, 11), (5, 14), (6, 7), (6, 10), (6, 12), (6, 13), (6, 15), (7, 10), (7, 12), (7, 13), (7, 15), (8, 9), (8, 11), (8, 13), (8, 14), (8, 15), (9, 11), (9, 14), (10, 12), (10, 13), (10, 15), (11, 14), (12, 13), (12, 15), (13, 15)]"
1080,"[(0, 4), (0, 5), (0, 7), (0, 8), (0, 11), (0, 12), (0, 13), (0, 15), (0, 17), (0, 18), (0, 19), (0, 20), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 9), (1, 10), (1, 14), (1, 16), (2, 3), (2, 4), (2, 5), (2, 6), (2, 9), (2, 10), (2, 14), (2, 16), (3, 4), (3, 5), (3, 6), (3, 9), (3, 10), (3, 14), (3, 16), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (5, 6), (5, 9), (5, 10), (5, 14), (5, 15), (5, 16), (5, 17), (5, 20), (6, 9), (6, 10), (6, 14), (6, 16), (7, 8), (7, 11), (7, 12), (7, 13), (7, 18), (7, 19), (7, 20), (8, 11), (8, 12), (8, 13), (8, 18), (8, 19), (8, 20), (9, 10), (9, 14), (9, 16), (10, 14), (10, 16), (11, 12), (11, 13), (11, 18), (11, 19), (11, 20), (12, 13), (12, 18), (12, 19), (12, 20), (13, 18), (13, 19), (13, 20), (14, 16), (15, 17), (15, 20), (17, 20), (18, 19), (18, 20), (19, 20)]"
1081,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6)]"
1082,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1083,"[(0, 4), (0, 5), (0, 12), (1, 2), (1, 4), (1, 7), (1, 8), (1, 13), (1, 14), (2, 3), (2, 4), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 13), (2, 14), (2, 15), (2, 16), (3, 4), (3, 6), (3, 9), (3, 10), (3, 11), (3, 13), (3, 15), (3, 16), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (5, 12), (6, 9), (6, 10), (6, 11), (6, 13), (6, 15), (6, 16), (7, 8), (7, 13), (7, 14), (8, 13), (8, 14), (9, 10), (9, 11), (9, 13), (9, 15), (9, 16), (10, 11), (10, 13), (10, 15), (10, 16), (11, 13), (11, 15), (11, 16), (13, 14), (13, 15), (13, 16), (15, 16)]"
1084,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
1085,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]"
